slug	rank	商品名	Amazon商品URL	判定	アフィリエイトURL
stylish-camp-tent	4	【MAX35％OFFクーポン配布中！GW応援】 Naturehike ワンタッチテント ロッジ型 テント 前室 Ti BLACK 小屋 2-4人用 UPF11000+ ポール付き キャンプ 自動 二重層 自立式 耐水圧2000mm 防風 防災 ファミリー グランピング 初心者向け パークテント			
stylish-camp-tent	5	ワンタッチテント フルクローズ 4人用 3人用 テント ワンタッチ ファミリー 公園 ドームテント おしゃれ ビーチテント 折りたたみ 簡易テント 簡単 軽量 uvカット キャンプ アウトドア レジャー バーベキュー ベランピング			
tarp-pole	1	VASTLAND タープポール テントポール アルミ 2本セット 280cm 直径33mm 8段階調節 収納バッグ付き			
tarp-pole	2	FIELDOOR アルミ製テントポール タープポール 2本セット 直径28mm 高さ89〜230cm スライド伸縮式 無段階調整			
tarp-pole	3	Soomloom タープポール テントポール アルミ製 2本セット 直径28mm 高さ60〜240cm 4段階調整 ビッグタープ対応			
tarp-pole	4	FIELDOOR アルミ製テントポール タープポール 2本セット 直径32mm 高さ80〜250cm スライド伸縮式 無段階調整			
tarp-pole	5	FUTURE FOX 伸縮ポール タープポール テントポール アルミ製 2本セット プッシュボタン式 目盛付き 収納袋付き			
uniflame-burner	1	ユニフレーム ツインバーナー US-1900 610305			
uniflame-burner	2	ユニフレーム テーブルトップバーナー US-D2 610107			
uniflame-burner	3	ユニフレーム セパレートバーナー US-S 610077			
vastland-tent	1	VASTLAND トンネルテント Mサイズ 5人用 ファミリーテント 前室 キャノピー メッシュドア スカート付き			
vastland-tent	2	VASTLAND 2ルームドームテント Mサイズ 5人用 簡単設営 シェルター ファミリーテント			
vastland-tent	3	VASTLAND トンネルテント Sサイズ 3人用 ファミリーテント 前室 キャノピー メッシュドア スカート付き			
vastland-tent	4	VASTLAND TCティピーテント ソロ 1人用 ポリコットン ワンポールテント 二又化キャップ 前室 スカート ベンチレーション付き			
vastland-tent	1	VASTLAND グランドシート テントシート 耐水圧5,000mm 無段階調節コード			
waq-chair	1	WAQ リクライニングローチェア WAQ-RLC1 折りたたみチェア アウトドアチェア			
waq-chair	2	WAQ フォールディングウッドチェア WAQ-FWC1 木製チェア コンパクトチェア 折りたたみ			
waq-chair	3	WAQ リクライニングローチェア ハイバック WAQ-RLC1HB アイアン ドリンクホルダー付き			
waq-chair	4	WAQ リラクシング コンフォートチェア リクライニングチェア 無段階調整 ハイタイプ ハイバック			
waq-chair	5	WAQ リクライニングローチェア 2脚セット WAQ-RLC2 アイアン ドリンクホルダー付き			
waterproof-backpack	1	絶対に濡れない 防水リュック メンズ 大容量 アウトドア対応 リフレクター付き			
waterproof-backpack	2	tousen 登山リュック 40〜60L 大容量 防水 軽量 多機能 バックパック			
waterproof-backpack	3	TaoTech 防水バッグ ドライバッグ 30L 2Way 多機能 完全防水			
waterproof-backpack	4	コールマン シールド30 リュック バックパック 30L 防水 撥水 2000037785			
waterproof-backpack	5	Mt.happy 防水リュック 25L ウォータープルーフバッグ 全8色			
winter-camp-gloves	1	ラドウェザー LAD WEATHER 防寒手袋 完全防水 3M高級中綿 スマートフォン対応 すべり止め			
winter-camp-gloves	2	ショーワグローブ テムレス 01WINTER 完全防水 防寒グローブ ブラック			
winter-camp-gloves	3	防寒手袋 スマホ対応 撥水 裏起毛 保温 防風 すべり止め 裏フリース			
winter-camp-gloves	4	SILVABOND 山羊革 耐熱手袋 キャンプ グローブ 本革 耐熱3層構造 焚き火 BBQ 防寒兼用			
winter-camp-gloves	5	ラドウェザー LAD WEATHER 完全防水 3M高級中綿 手袋 スマートフォン対応 すべり止め			
